event_id,work_order_id,sales_order_id,sku_id,factory_id,production_line_id,operation_step,area,step_start_time,step_end_time,produced_qty,rejected_qty,rework_qty,setup_type,setup_time_min,labor_hours,machine_hours,scenario,product_category,fabric_type,color,size_run,std_sam_minutes_sew,pack_units_per_carton,line_type,shift_pattern,daily_capacity_machine_hours,daily_capacity_labor_hours,customer_id,order_date,due_date,demand_qty,penalty_cost_late,priority,week
EV0003479,WO000517,SO00617,SKU0021,F2,F2-L3,QC_FINAL,Quality,2025-05-19T10:07:27Z,2025-05-19T12:28:24Z,172,7,4,minor,0.89,2.11,0.94,before,Legging,Fleece,Olive,extended,19.03,24,sewing_cell,1x10h,8.5,12.5,CUST0002,2025-05-10,2025-05-17,166,11.89,Std,2025-05-19
EV0003480,WO000517,SO00617,SKU0021,F2,F2-L3,REWORK,Rework,2025-05-19T13:08:14Z,2025-05-19T13:14:28Z,4,0,0,none,0,0.11,0.02,before,Legging,Fleece,Olive,extended,19.03,24,sewing_cell,1x10h,8.5,12.5,CUST0002,2025-05-10,2025-05-17,166,11.89,Std,2025-05-19
EV0003481,WO000517,SO00617,SKU0021,F2,F2-L3,PACK,Packing,2025-05-19T13:25:12Z,2025-05-19T18:09:53Z,172,1,0,minor,2.05,4.27,1.9,before,Legging,Fleece,Olive,extended,19.03,24,sewing_cell,1x10h,8.5,12.5,CUST0002,2025-05-10,2025-05-17,166,11.89,Std,2025-05-19
EV0003482,WO000518,SO00623,SKU0023,F1,F1-L2,CUT,Cutting,2025-05-13T08:54:59Z,2025-05-13T19:00:44Z,237,7,0,start_of_day,21.52,9.09,10.1,before,Tee,Fleece,Grey,core,13.1,24,modular_line,3x8h,20.4,30,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003483,WO000518,SO00623,SKU0023,F1,F1-L2,SEW,Sewing,2025-05-13T20:04:56Z,2025-05-16T10:29:50Z,237,5,0,minor,25.65,99.86,62.41,before,Tee,Fleece,Grey,core,13.1,24,modular_line,3x8h,20.4,30,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003484,WO000518,SO00623,SKU0023,F1,F1-L2,QC_INLINE,Quality,2025-05-16T11:35:56Z,2025-05-16T13:47:25Z,237,10,6,minor,2.05,1.97,0.88,before,Tee,Fleece,Grey,core,13.1,24,modular_line,3x8h,20.4,30,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003485,WO000518,SO00623,SKU0023,F1,F1-L2,REWORK,Rework,2025-05-16T14:36:59Z,2025-05-16T14:46:01Z,6,0,0,none,0,0.17,0.03,before,Tee,Fleece,Grey,core,13.1,24,modular_line,3x8h,20.4,30,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003486,WO000518,SO00623,SKU0023,F1,F1-L1,FINISH,Finishing,2025-05-16T15:01:26Z,2025-05-17T02:58:36Z,237,5,0,minor,2.03,14.34,4.78,before,Tee,Fleece,Grey,core,13.1,24,assembly_line,2x8h,13.6,20,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003487,WO000518,SO00623,SKU0023,F1,F1-L1,QC_FINAL,Quality,2025-05-17T03:18:34Z,2025-05-17T06:08:19Z,237,6,3,minor,1.63,2.55,1.13,before,Tee,Fleece,Grey,core,13.1,24,assembly_line,2x8h,13.6,20,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003488,WO000518,SO00623,SKU0023,F1,F1-L3,PACK,Packing,2025-05-17T06:36:35Z,2025-05-17T13:54:43Z,237,5,0,minor,1.86,6.57,2.92,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003489,WO000519,SO00623,SKU0023,F1,F1-L1,CUT,Cutting,2025-05-13T09:03:46Z,2025-05-13T19:42:57Z,239,6,0,minor,10.63,9.59,10.65,before,Tee,Fleece,Grey,core,13.1,24,assembly_line,2x8h,13.6,20,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003490,WO000519,SO00623,SKU0023,F1,F1-L3,SEW,Sewing,2025-05-13T20:08:53Z,2025-05-16T05:46:49Z,239,10,0,minor,6.92,92.21,57.63,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003491,WO000519,SO00623,SKU0023,F1,F1-L1,QC_INLINE,Quality,2025-05-16T06:12:07Z,2025-05-16T08:36:08Z,239,13,7,minor,2.19,2.16,0.96,before,Tee,Fleece,Grey,core,13.1,24,assembly_line,2x8h,13.6,20,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003492,WO000519,SO00623,SKU0023,F1,F1-L1,REWORK,Rework,2025-05-16T09:12:07Z,2025-05-16T09:29:06Z,7,0,0,none,0,0.31,0.06,before,Tee,Fleece,Grey,core,13.1,24,assembly_line,2x8h,13.6,20,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003493,WO000519,SO00623,SKU0023,F1,F1-L3,FINISH,Finishing,2025-05-16T09:38:30Z,2025-05-16T22:39:54Z,239,7,0,minor,1.98,15.63,5.21,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003494,WO000519,SO00623,SKU0023,F1,F1-L3,QC_FINAL,Quality,2025-05-16T23:07:16Z,2025-05-17T02:14:50Z,239,4,2,minor,2.49,2.81,1.25,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003495,WO000519,SO00623,SKU0023,F1,F1-L3,REWORK,Rework,2025-05-17T02:40:42Z,2025-05-17T02:43:17Z,2,0,0,none,0,0.05,0.01,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003496,WO000519,SO00623,SKU0023,F1,F1-L3,PACK,Packing,2025-05-17T03:04:09Z,2025-05-17T08:24:59Z,239,8,0,minor,1.86,4.81,2.14,before,Tee,Fleece,Grey,core,13.1,24,sewing_cell,1x10h,8.5,12.5,CUST0039,2025-05-10,2025-06-05,448,10.14,Expedite,2025-05-12
EV0003497,WO000520,SO00306,SKU0013,F1,F1-L1,CUT,Cutting,2025-05-11T11:12:33Z,2025-05-11T19:04:31Z,153,2,0,start_of_day,12.44,7.08,7.87,before,Polo,Cotton_Jersey,White,core,17.4,24,assembly_line,2x8h,13.6,20,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-05
EV0003498,WO000520,SO00306,SKU0013,F1,F1-L2,SEW,Sewing,2025-05-11T20:54:39Z,2025-05-14T04:01:34Z,153,3,0,minor,12.35,88.18,55.12,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-12
EV0003499,WO000520,SO00306,SKU0013,F1,F1-L2,QC_INLINE,Quality,2025-05-14T04:39:25Z,2025-05-14T05:52:35Z,153,5,3,minor,0.86,1.1,0.49,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-12
EV0003500,WO000520,SO00306,SKU0013,F1,F1-L1,FINISH,Finishing,2025-05-14T06:15:46Z,2025-05-14T13:14:58Z,153,3,0,minor,2.44,8.38,2.79,before,Polo,Cotton_Jersey,White,core,17.4,24,assembly_line,2x8h,13.6,20,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-12
EV0003501,WO000520,SO00306,SKU0013,F1,F1-L3,QC_FINAL,Quality,2025-05-14T13:33:33Z,2025-05-14T15:11:40Z,153,5,3,minor,3.02,1.47,0.65,before,Polo,Cotton_Jersey,White,core,17.4,24,sewing_cell,1x10h,8.5,12.5,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-12
EV0003502,WO000520,SO00306,SKU0013,F1,F1-L2,PACK,Packing,2025-05-14T15:30:07Z,2025-05-14T19:20:03Z,153,1,0,minor,2.45,3.45,1.53,before,Polo,Cotton_Jersey,White,core,17.4,24,modular_line,3x8h,20.4,30,CUST0040,2025-05-11,2025-05-31,143,17.33,Std,2025-05-12
EV0003503,WO000521,SO00366,SKU0006,F2,F2-L1,CUT,Cutting,2025-05-14T08:59:58Z,2025-05-14T15:54:53Z,100,0,0,start_of_day,8.79,6.22,6.92,before,Jacket,French_Terry,White,core,25.25,36,assembly_line,3x8h,20.4,30,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003504,WO000521,SO00366,SKU0006,F2,F2-L2,SEW,Sewing,2025-05-14T16:45:32Z,2025-05-16T03:45:27Z,100,6,0,minor,3.93,56,35,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,2x8h,13.6,20,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003505,WO000521,SO00366,SKU0006,F2,F2-L2,QC_INLINE,Quality,2025-05-16T04:14:22Z,2025-05-16T05:36:36Z,100,3,2,minor,1.95,1.23,0.55,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,2x8h,13.6,20,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003506,WO000521,SO00366,SKU0006,F2,F2-L2,FINISH,Finishing,2025-05-16T05:44:49Z,2025-05-16T13:05:14Z,100,4,0,minor,2.05,8.81,2.94,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,2x8h,13.6,20,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003507,WO000521,SO00366,SKU0006,F2,F2-L1,QC_FINAL,Quality,2025-05-16T13:12:45Z,2025-05-16T14:47:30Z,100,4,2,minor,1.36,1.42,0.63,before,Jacket,French_Terry,White,core,25.25,36,assembly_line,3x8h,20.4,30,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003508,WO000521,SO00366,SKU0006,F2,F2-L2,PACK,Packing,2025-05-16T14:57:21Z,2025-05-16T17:22:41Z,100,1,0,minor,0.85,2.18,0.97,before,Jacket,French_Terry,White,core,25.25,36,sewing_cell,2x8h,13.6,20,CUST0009,2025-05-12,2025-05-22,91,13.46,Std,2025-05-12
EV0003509,WO000522,SO00456,SKU0028,F2,F2-L3,CUT,Cutting,2025-05-12T09:14:07Z,2025-05-12T18:57:37Z,139,6,0,start_of_day,13.93,8.75,9.72,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003510,WO000522,SO00456,SKU0028,F2,F2-L2,SEW,Sewing,2025-05-12T19:22:18Z,2025-05-14T15:24:32Z,139,2,0,minor,5.76,70.46,44.04,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003511,WO000522,SO00456,SKU0028,F2,F2-L1,QC_INLINE,Quality,2025-05-14T15:54:44Z,2025-05-14T17:46:39Z,139,3,2,minor,4.03,1.68,0.75,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003512,WO000522,SO00456,SKU0028,F2,F2-L3,FINISH,Finishing,2025-05-14T18:09:44Z,2025-05-15T04:14:10Z,139,5,0,minor,1.89,12.09,4.03,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003513,WO000522,SO00456,SKU0028,F2,F2-L2,QC_FINAL,Quality,2025-05-15T04:28:45Z,2025-05-15T06:48:28Z,139,5,3,minor,1.84,2.1,0.93,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003514,WO000522,SO00456,SKU0028,F2,F2-L1,PACK,Packing,2025-05-15T06:55:54Z,2025-05-15T11:12:00Z,139,3,0,minor,1.99,3.84,1.71,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0018,2025-05-12,2025-05-29,126,13.52,Launch,2025-05-12
EV0003515,WO000523,SO00156,SKU0028,F2,F2-L1,CUT,Cutting,2025-05-21T08:37:12Z,2025-05-21T13:15:30Z,76,1,0,start_of_day,10.37,4.17,4.64,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003516,WO000523,SO00156,SKU0028,F2,F2-L3,SEW,Sewing,2025-05-21T14:14:09Z,2025-05-22T23:53:28Z,76,3,0,minor,12.79,53.85,33.66,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003517,WO000523,SO00156,SKU0028,F2,F2-L3,QC_INLINE,Quality,2025-05-23T03:50:26Z,2025-05-23T04:50:18Z,76,2,1,minor,3.21,0.9,0.4,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003518,WO000523,SO00156,SKU0028,F2,F2-L3,REWORK,Rework,2025-05-23T05:15:21Z,2025-05-23T05:17:18Z,1,0,0,none,0,0.04,0.01,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003519,WO000523,SO00156,SKU0028,F2,F2-L1,FINISH,Finishing,2025-05-23T05:23:31Z,2025-05-23T11:22:40Z,76,0,0,minor,1.16,7.18,2.39,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003520,WO000523,SO00156,SKU0028,F2,F2-L2,QC_FINAL,Quality,2025-05-23T11:29:37Z,2025-05-23T12:56:05Z,76,5,3,minor,4.35,1.3,0.58,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003521,WO000523,SO00156,SKU0028,F2,F2-L2,REWORK,Rework,2025-05-23T13:42:46Z,2025-05-23T13:48:03Z,3,0,0,none,0,0.1,0.02,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003522,WO000523,SO00156,SKU0028,F2,F2-L3,PACK,Packing,2025-05-23T14:28:59Z,2025-05-23T16:49:49Z,76,2,0,minor,3.78,2.11,0.94,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0021,2025-05-12,2025-05-20,68,14.94,Std,2025-05-19
EV0003523,WO000524,SO00051,SKU0011,F1,F1-L3,CUT,Cutting,2025-05-15T09:30:40Z,2025-05-15T13:09:40Z,74,1,0,start_of_day,16.16,3.29,3.65,before,Short,Cotton_Jersey,Red,core,22.81,24,sewing_cell,1x10h,8.5,12.5,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003524,WO000524,SO00051,SKU0011,F1,F1-L2,SEW,Sewing,2025-05-15T15:12:19Z,2025-05-17T08:11:58Z,74,4,0,minor,4.37,65.59,40.99,before,Short,Cotton_Jersey,Red,core,22.81,24,modular_line,3x8h,20.4,30,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003525,WO000524,SO00051,SKU0011,F1,F1-L3,QC_INLINE,Quality,2025-05-17T08:48:31Z,2025-05-17T09:40:10Z,74,4,2,minor,1.68,0.77,0.34,before,Short,Cotton_Jersey,Red,core,22.81,24,sewing_cell,1x10h,8.5,12.5,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003526,WO000524,SO00051,SKU0011,F1,F1-L3,REWORK,Rework,2025-05-17T10:40:29Z,2025-05-17T10:44:21Z,2,0,0,none,0,0.07,0.01,before,Short,Cotton_Jersey,Red,core,22.81,24,sewing_cell,1x10h,8.5,12.5,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003527,WO000524,SO00051,SKU0011,F1,F1-L2,FINISH,Finishing,2025-05-17T10:51:02Z,2025-05-17T17:14:03Z,74,2,0,minor,1.2,7.66,2.55,before,Short,Cotton_Jersey,Red,core,22.81,24,modular_line,3x8h,20.4,30,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003528,WO000524,SO00051,SKU0011,F1,F1-L2,QC_FINAL,Quality,2025-05-17T17:20:42Z,2025-05-17T18:22:01Z,74,2,1,minor,2.53,0.92,0.41,before,Short,Cotton_Jersey,Red,core,22.81,24,modular_line,3x8h,20.4,30,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003529,WO000524,SO00051,SKU0011,F1,F1-L2,PACK,Packing,2025-05-17T18:42:29Z,2025-05-17T20:54:13Z,74,1,0,minor,2.89,1.98,0.88,before,Short,Cotton_Jersey,Red,core,22.81,24,modular_line,3x8h,20.4,30,CUST0034,2025-05-12,2025-05-29,67,10.86,Expedite,2025-05-12
EV0003530,WO000525,SO00132,SKU0007,F1,F1-L3,CUT,Cutting,2025-05-15T10:57:13Z,2025-05-15T19:16:52Z,128,2,0,start_of_day,16.9,7.49,8.33,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003531,WO000525,SO00132,SKU0007,F1,F1-L3,SEW,Sewing,2025-05-15T19:50:44Z,2025-05-17T13:21:47Z,128,4,0,minor,13.07,66.43,41.52,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003532,WO000525,SO00132,SKU0007,F1,F1-L2,QC_INLINE,Quality,2025-05-17T14:41:17Z,2025-05-17T16:05:03Z,128,6,3,minor,3.13,1.26,0.56,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003533,WO000525,SO00132,SKU0007,F1,F1-L2,FINISH,Finishing,2025-05-17T16:13:50Z,2025-05-18T02:17:46Z,128,1,0,minor,2.67,12.08,4.03,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,modular_line,3x8h,20.4,30,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003534,WO000525,SO00132,SKU0007,F1,F1-L1,QC_FINAL,Quality,2025-05-18T02:32:09Z,2025-05-18T04:19:26Z,128,7,4,minor,0.65,1.61,0.72,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,assembly_line,2x8h,13.6,20,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003535,WO000525,SO00132,SKU0007,F1,F1-L3,PACK,Packing,2025-05-18T04:34:56Z,2025-05-18T08:22:29Z,128,3,0,minor,1.01,3.41,1.52,before,Dress,Cotton_Jersey,Navy,extended,18.67,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-05-13,2025-06-02,122,6.73,Std,2025-05-12
EV0003536,WO000526,SO00394,SKU0028,F2,F2-L3,CUT,Cutting,2025-05-24T08:45:43Z,2025-05-24T20:28:31Z,190,4,0,start_of_day,8.09,10.54,11.71,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-19
EV0003537,WO000526,SO00394,SKU0028,F2,F2-L2,SEW,Sewing,2025-05-24T20:40:36Z,2025-05-27T10:16:07Z,190,7,0,minor,4.23,98.55,61.59,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-26
EV0003538,WO000526,SO00394,SKU0028,F2,F2-L1,QC_INLINE,Quality,2025-05-27T11:24:50Z,2025-05-27T13:29:34Z,190,10,6,minor,1.31,1.87,0.83,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,assembly_line,3x8h,20.4,30,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-26
EV0003539,WO000526,SO00394,SKU0028,F2,F2-L2,FINISH,Finishing,2025-05-27T13:58:54Z,2025-05-28T04:26:57Z,190,6,0,minor,0.5,17.36,5.79,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,2x8h,13.6,20,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-26
EV0003540,WO000526,SO00394,SKU0028,F2,F2-L3,QC_FINAL,Quality,2025-05-28T04:42:14Z,2025-05-28T08:10:39Z,190,8,4,minor,1.71,3.13,1.39,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-26
EV0003541,WO000526,SO00394,SKU0028,F2,F2-L3,PACK,Packing,2025-05-28T08:17:37Z,2025-05-28T13:20:45Z,190,7,0,minor,1.2,4.55,2.02,before,Jacket,Nylon_Taffeta,Grey,extended,21.3,36,sewing_cell,1x10h,8.5,12.5,CUST0006,2025-05-13,2025-05-31,176,5.7,Expedite,2025-05-26
EV0003542,WO000527,SO00447,SKU0016,F2,F2-L3,CUT,Cutting,2025-05-20T10:15:20Z,2025-05-20T16:49:16Z,108,3,0,start_of_day,13,5.91,6.57,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003543,WO000527,SO00447,SKU0016,F2,F2-L3,SEW,Sewing,2025-05-20T17:47:09Z,2025-05-22T20:23:32Z,108,5,0,minor,4.51,80.97,50.61,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,1x10h,8.5,12.5,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003544,WO000527,SO00447,SKU0016,F2,F2-L2,QC_INLINE,Quality,2025-05-22T21:00:48Z,2025-05-22T22:27:39Z,108,1,1,minor,4.11,1.3,0.58,before,Jacket,Fleece,White,core,22.06,24,sewing_cell,2x8h,13.6,20,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003545,WO000527,SO00447,SKU0016,F2,F2-L1,FINISH,Finishing,2025-05-22T23:07:04Z,2025-05-23T06:17:33Z,108,3,0,minor,2.64,8.61,2.87,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003546,WO000527,SO00447,SKU0016,F2,F2-L1,QC_FINAL,Quality,2025-05-23T06:23:22Z,2025-05-23T08:11:53Z,108,4,2,minor,2.75,1.63,0.72,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003547,WO000527,SO00447,SKU0016,F2,F2-L1,PACK,Packing,2025-05-23T08:26:04Z,2025-05-23T10:42:59Z,108,2,0,minor,2.6,2.05,0.91,before,Jacket,Fleece,White,core,22.06,24,assembly_line,3x8h,20.4,30,CUST0007,2025-05-13,2025-05-30,96,13.29,Expedite,2025-05-19
EV0003548,WO000528,SO00365,SKU0002,F1,F1-L3,CUT,Cutting,2025-05-18T10:22:38Z,2025-05-18T17:49:52Z,185,2,0,start_of_day,17.81,6.71,7.45,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,sewing_cell,1x10h,8.5,12.5,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-12
EV0003549,WO000528,SO00365,SKU0002,F1,F1-L3,SEW,Sewing,2025-05-18T18:02:15Z,2025-05-20T04:22:29Z,185,5,0,minor,6.06,54.94,34.34,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,sewing_cell,1x10h,8.5,12.5,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-19
EV0003550,WO000528,SO00365,SKU0002,F1,F1-L1,QC_INLINE,Quality,2025-05-20T05:28:09Z,2025-05-20T07:02:36Z,185,5,3,minor,1.79,1.42,0.63,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-19
EV0003551,WO000528,SO00365,SKU0002,F1,F1-L2,FINISH,Finishing,2025-05-20T07:16:39Z,2025-05-20T15:52:39Z,185,9,0,minor,5.07,10.32,3.44,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,modular_line,3x8h,20.4,30,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-19
EV0003552,WO000528,SO00365,SKU0002,F1,F1-L2,QC_FINAL,Quality,2025-05-20T16:01:46Z,2025-05-20T18:07:11Z,185,5,3,minor,1.27,1.88,0.84,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,modular_line,3x8h,20.4,30,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-19
EV0003553,WO000528,SO00365,SKU0002,F1,F1-L1,PACK,Packing,2025-05-20T18:18:33Z,2025-05-20T23:33:46Z,185,1,0,minor,2.16,4.73,2.1,before,Tee,Nylon_Taffeta,Red,extended,11.75,24,assembly_line,2x8h,13.6,20,CUST0011,2025-05-14,2025-06-01,169,8.54,Std,2025-05-19
EV0003554,WO000529,SO00215,SKU0027,F2,F2-L1,CUT,Cutting,2025-05-15T10:38:29Z,2025-05-15T19:08:32Z,123,2,0,start_of_day,12.02,7.65,8.5,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,assembly_line,3x8h,20.4,30,CUST0036,2025-05-14,2025-06-04,112,14.01,Expedite,2025-05-12
EV0003555,WO000529,SO00215,SKU0027,F2,F2-L2,SEW,Sewing,2025-05-15T19:40:09Z,2025-05-16T18:23:06Z,123,2,0,minor,10,36.35,22.72,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,sewing_cell,2x8h,13.6,20,CUST0036,2025-05-14,2025-06-04,112,14.01,Expedite,2025-05-12
EV0003556,WO000529,SO00215,SKU0027,F2,F2-L1,QC_INLINE,Quality,2025-05-16T19:03:28Z,2025-05-16T20:20:46Z,123,6,3,minor,0.83,1.16,0.52,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,assembly_line,3x8h,20.4,30,CUST0036,2025-05-14,2025-06-04,112,14.01,Expedite,2025-05-12
EV0003557,WO000529,SO00215,SKU0027,F2,F2-L1,FINISH,Finishing,2025-05-16T20:31:47Z,2025-05-17T05:57:07Z,123,0,0,minor,1.24,11.31,3.77,before,Sweatpant,Cotton_Jersey,Olive,core,11.34,24,assembly_line,3x8h,20.4,30,CUST0036,2025-05-14,2025-06-04,112,14.01,Expedite,2025-05-12
